0.9,9.5,speaker_SPEAKER_12
13.3,15.4,speaker_SPEAKER_00
15.8,18.0,speaker_SPEAKER_00
18.9,22.4,speaker_SPEAKER_00
22.6,25.0,speaker_SPEAKER_00
27.9,34.6,speaker_SPEAKER_09
41.8,44.7,speaker_SPEAKER_09
45.6,50.9,speaker_SPEAKER_09
51.6,55.5,speaker_SPEAKER_09
56.5,61.1,speaker_SPEAKER_09
61.6,63.0,speaker_SPEAKER_09
90.0,92.5,speaker_SPEAKER_04
93.8,95.6,speaker_SPEAKER_04
96.4,101.5,speaker_SPEAKER_04
102.5,105.8,speaker_SPEAKER_04
106.6,107.9,speaker_SPEAKER_04
106.8,106.9,speaker_SPEAKER_14
108.0,109.4,speaker_SPEAKER_04
109.7,112.2,speaker_SPEAKER_04
109.9,110.2,speaker_SPEAKER_12
110.4,110.4,speaker_SPEAKER_00
110.4,110.4,speaker_SPEAKER_12
110.4,111.8,speaker_SPEAKER_14
112.2,112.2,speaker_SPEAKER_15
112.3,113.7,speaker_SPEAKER_04
114.4,117.8,speaker_SPEAKER_04
116.5,118.2,speaker_SPEAKER_14
118.3,123.7,speaker_SPEAKER_04
123.6,124.3,speaker_SPEAKER_14
125.2,125.8,speaker_SPEAKER_04
127.6,127.7,speaker_SPEAKER_14
127.7,127.8,speaker_SPEAKER_04
127.8,128.0,speaker_SPEAKER_14
128.0,128.0,speaker_SPEAKER_04
128.0,128.0,speaker_SPEAKER_14
129.0,134.0,speaker_SPEAKER_04
129.2,129.6,speaker_SPEAKER_14
135.1,137.9,speaker_SPEAKER_04
138.8,140.3,speaker_SPEAKER_07
140.3,140.3,speaker_SPEAKER_04
140.3,140.3,speaker_SPEAKER_09
140.3,140.4,speaker_SPEAKER_04
140.4,141.0,speaker_SPEAKER_09
142.5,153.4,speaker_SPEAKER_09
154.0,163.0,speaker_SPEAKER_09
163.0,165.4,speaker_SPEAKER_03
166.1,167.6,speaker_SPEAKER_03
168.0,172.4,speaker_SPEAKER_03
172.9,179.9,speaker_SPEAKER_03
181.4,187.0,speaker_SPEAKER_03
187.4,188.8,speaker_SPEAKER_03
189.0,191.5,speaker_SPEAKER_03
192.4,195.9,speaker_SPEAKER_03
196.2,196.5,speaker_SPEAKER_14
196.5,197.1,speaker_SPEAKER_03
198.1,200.5,speaker_SPEAKER_03
201.0,202.3,speaker_SPEAKER_03
202.3,202.5,speaker_SPEAKER_14
204.2,209.3,speaker_SPEAKER_03
209.3,209.8,speaker_SPEAKER_14
209.8,210.4,speaker_SPEAKER_03
210.7,212.1,speaker_SPEAKER_03
213.2,215.0,speaker_SPEAKER_04
215.2,222.1,speaker_SPEAKER_04
223.2,232.0,speaker_SPEAKER_04
232.0,232.5,speaker_SPEAKER_14
232.5,232.6,speaker_SPEAKER_04
232.8,234.0,speaker_SPEAKER_04
234.0,234.0,speaker_SPEAKER_09
234.0,234.1,speaker_SPEAKER_04
234.1,234.2,speaker_SPEAKER_09
234.6,239.6,speaker_SPEAKER_09
240.5,241.5,speaker_SPEAKER_04
241.8,260.3,speaker_SPEAKER_04
260.8,264.3,speaker_SPEAKER_04
263.3,264.2,speaker_SPEAKER_21
264.5,266.2,speaker_SPEAKER_21
266.2,268.3,speaker_SPEAKER_04
266.5,267.0,speaker_SPEAKER_21
268.5,270.3,speaker_SPEAKER_21
270.3,270.4,speaker_SPEAKER_04
271.2,273.8,speaker_SPEAKER_20
274.0,275.1,speaker_SPEAKER_20
275.4,275.7,speaker_SPEAKER_04
276.4,277.4,speaker_SPEAKER_20
276.4,276.8,speaker_SPEAKER_21
276.8,277.0,speaker_SPEAKER_04
277.0,277.4,speaker_SPEAKER_21
277.4,277.6,speaker_SPEAKER_04
277.4,277.5,speaker_SPEAKER_21
277.5,277.6,speaker_SPEAKER_20
277.6,277.8,speaker_SPEAKER_21
277.6,277.9,speaker_SPEAKER_20
277.8,277.8,speaker_SPEAKER_04
277.8,277.9,speaker_SPEAKER_21
